;Time(ms);Axle_Torque_Feedback(N.m);;Time(ms);Speed_Feedback(m/s)
1760710755;4204,140186;0;;1599,740028;0
1760710755;4237,130165;0;;1609,769821;0
1760710755;4253,800154;0;;1619,769812;0
1760710755;4274,420023;0;;1629,920006;0
1760710755;4304,2202;0;;1640,089989;0
1760710755;4323,400021;0;;1650,189877;0
1760710755;4343,350172;0;;1660,079956;0
1760710755;4363,870144;0;;1670,229912;0
1760710755;4393,700123;2;;1680,160046;0
1760710755;4423,8801;-2;;1690,150023;0
1760710755;4453,190088;0;;1699,630022;0
1760710756;4483,160019;70;;1709,599972;0
1760710756;4515,210152;424;;1719,69986;0
1760710756;4543,140173;670;;1729,719877;0
1760710756;4562,820196;808;;1739,820004;0
1760710756;4582,430124;808;;1749,989986;0
1760710756;4605,020046;804;;1759,939909;0
1760710756;4622,370005;788;;1770,030022;0
1760710756;4652,240038;788;;1780,079842;0
1760710756;4673,990011;812;;1790,079832;0
1760710756;4692,620039;794;;1800,12989;0
1760710756;4712,910175;806;;1810,159922;0
1760710756;4732,580185;814;;1819,550037;0
1760710756;4752,590179;810;;1829,599857;0
1760710756;4783,090115;810;;1839,740038;0
1760710756;4813,240051;792;;1849,839926;0
1760710756;4842,840195;794;;1859,920025;0
1760710756;4872,85018;714;;1869,940042;0
1760710756;4902,300119;476;;1879,889965;0
1760710756;4932,320118;180;;1889,940023;0
1760710756;4961,870193;204;;1899,950027;0
1760710756;4995,140076;196;;1909,999847;0
1760710756;5022,960186;206;;1920,130014;0
1760710756;5052,6402;202;;1930,160046;0
1760710756;5082,660198;190;;1940,310001;0
1760710756;5102,410078;190;;1949,599981;0
1760710756;5122,610092;192;;1959,800005;0
1760710756;5142,290115;190;;1969,7299;0
1760710756;5161,21006;192;;1979,929924;0
1760710756;5182,100058;200;;1989,820004;0
1760710756;5201,910019;194;;1999,840021;0
1760710756;5233,580112;204;;2010,339975;0
1760710756;5261,28006;200;;2020,179987;0
1760710756;5291,650057;204;;2030,259848;0
1760710756;5322,180033;202;;2040,299892;0
1760710756;5351,109982;204;;2050,359964;0
1760710756;5370,760202;190;;2060,20999;0
1760710756;5390,540123;206;;2069,809914;0
1760710756;5411,70001;200;;2079,739809;0
1760710756;5441,260099;202;;2089,809895;0
1760710756;5461,140156;206;;2099,759817;0
1760710757;5482,060194;194;;2109,789848;0
1760710757;5511,800051;196;;2119,920015;0
1760710757;5541,720152;204;;2130,529881;0
1760710757;5571,290016;204;;2140,22994;0
1760710757;5601,340055;202;;2150,149822;0
1760710757;5620,090008;220;;2160,059929;0
1760710757;5649,780035;196;;2170,099974;0
1760710757;5669,640064;190;;2180,150032;0
1760710757;5690,360069;188;;2190,199852;0
1760710757;5710,680008;202;;2199,630022;0
1760710757;5740,420103;192;;2209,65004;0
