Time (ms),Axle_Torque_Setpoint(N.m),Axle_Torque_Feedback(N.m),Speed_Feedback(m/s)
378451.7,-282,-194,0.3
378452.4,-282,-182,0.29
378471.7,-329,-182,0.29
378471.9,-329,-184,0.29
378491.6,-329,-184,0.29
378502.6,-329,-170,0.27
378511.6,-318,-170,0.27
378532,-329,-170,0.27
378532.8,-329,-174,0.26
378551.6,-355,-174,0.26
378552.4,-355,-182,0.26
378571.7,-384,-182,0.26
378580.9,-384,-164,0.24
378591.7,-384,-164,0.24
378600.9,-384,-154,0.24
378611.6,-393,-154,0.24
378621.8,-393,-190,0.23
378631.5,-393,-190,0.23
378651.6,-420,-190,0.23
378653,-420,-172,0.22
378671.5,-420,-172,0.22
378681.3,-420,-172,0.21
378691.5,-431,-172,0.21
378711.1,-431,-172,0.2
378712.2,-430,-172,0.2
378731.6,-438,-172,0.2
378742,-438,-164,0.18
378751.5,-438,-164,0.18
378771.5,-438,-154,0.17
378771.7,-436,-154,0.17
378790.6,-436,-148,0.17
378791.5,-436,-148,0.17
378810.5,-436,-146,0.16
378812,-444,-146,0.16
378831.5,-444,-134,0.15
378831.9,-447,-134,0.15
378851,-447,-130,0.15
378852,-447,-130,0.15
378870.9,-447,-122,0.14
378872.4,-471,-122,0.14
378890.7,-471,-114,0.13
378892,-491,-114,0.13
378911.6,-492,-114,0.13
378920.7,-492,-120,0.12
378931.8,-492,-120,0.12
378940.4,-492,-118,0.11
378951.6,-519,-118,0.11
378970.7,-519,-98,0.1
378971.9,-548,-98,0.1
378990.1,-548,-98,0.1
378992.1,-548,-98,0.1
379011.1,-548,-102,0.09
379011.4,-585,-102,0.09
379031.3,-585,-102,0.09
379041.1,-585,-94,0.08
379051.4,-642,-94,0.08
379070.9,-642,-84,0.07
379071.5,-642,-84,0.07
379091.4,-696,-84,0.07
379100.3,-696,-70,0.06
379111.4,-743,-70,0.06
379130.4,-743,-54,0.06
379131.5,-778,-54,0.06
379151.6,-814,-54,0.06
379160,-814,-54,0.05
379171.5,-850,-54,0.05
379179.7,-850,-42,0.05
379191.6,-850,-42,0.05
379199.9,-850,-42,0.04
379211.5,-891,-42,0.04
379220,-891,-38,0.04
379231.5,-891,-38,0.04
379240.1,-891,-30,0.03
379251.5,-932,-30,0.03
379260.5,-932,-30,0.03
379271.6,-967,-30,0.03
379279.8,-967,-22,0.03
379291.6,-1004,-22,0.03
379310.5,-1004,-14,0.02
379312.3,-1004,-14,0.02
379331.4,-1034,-14,0.02
379339.9,-1034,-18,0.02
379351.4,-1061,-18,0.02
379370.2,-1061,-18,0.01
379371.3,-1061,-18,0.01
379391.3,-1148,-18,0.01
379399.6,-1148,-12,0.01
379411.4,-1228,-12,0.01
379429.9,-1228,0,0
379431.3,-1228,0,0
379451.4,-1334,0,0
379459.6,-1334,-2,0
379471.4,-1334,-2,0
379489.6,-1334,0,0
379491.5,-1427,0,0
379509.1,-1427,0,0
379511.5,-1500,0,0
379529.9,-1500,0,0
379531.5,-1500,0,0
379550,-1500,0,0
379552.6,-1500,0,0
379569.7,-1500,0,0
379571.5,-1500,0,0
379590.6,-1500,0,0
379591.5,-1500,0,0
379611.4,-1500,0,0
379620.5,-1500,0,0
379631.5,-1500,0,0
379650,-1500,2,0
379651.5,-1500,2,0
379671.4,-1500,2,0
379679.9,-1500,2,0
379691.5,-1500,2,0
379709.7,-1500,6,0
379711.4,-1500,6,0
379731.6,-1500,6,0
379739.6,-1500,2,0
379751.5,-1500,2,0
379769.3,-1500,0,0
379771.4,-1500,0,0
379791.5,-1500,0,0
379799.3,-1500,0,0
379811.5,-1500,0,0
379818.8,-1500,0,0
379831.4,-1500,0,0
379838.9,-1500,0,0
379851.4,-1500,0,0
379858.7,-1500,0,0
379871.5,-1500,0,0
379878.4,-1500,0,0
379891.5,-1500,0,0
379908.6,-1500,0,0
379911.5,-1500,0,0
379928.1,-1500,0,0
379931.5,-1500,0,0
379949,-1500,0,0
379951.4,-1500,0,0
379971.4,-1500,0,0
379978.7,-1500,0,0
379991.5,-1500,0,0
380008.8,-1500,0,0
380011.4,-1500,0,0
380031.5,-1500,0,0
380038.3,-1500,0,0
380051.6,-1500,0,0
380057.8,-1500,0,0
380071.4,-1500,0,0
380086.9,-1500,0,0
380091.5,-1500,0,0
380111.5,-1500,0,0
380117.1,-1500,0,0
380131.4,-1500,0,0
380136.9,-1500,0,0
380151.4,-1500,0,0
380157.7,-1500,0,0
380171.5,-1500,0,0
380187.7,-1500,0,0
380191.4,-1500,0,0
380211.4,-1500,0,0
380218.2,-1500,0,0
380231.5,-1500,0,0
380248.1,-1500,0,0
380251.4,-1500,0,0
380271.4,-1500,0,0
380278.3,-1500,0,0
380291.4,-1500,0,0
380307.8,-1500,0,0
380311.4,-1500,0,0
380331.4,-1500,0,0
380337.2,-1500,0,0
380351.3,-1500,0,0
380367.5,-1500,0,0
380371.3,-1500,0,0
380391.3,-1500,0,0
380397.9,-1500,0,0
380411.3,-1500,0,0
380428.1,-1500,0,0
380431.3,-1500,0,0
380447.6,-1500,0,0
380451.3,-1500,0,0
380467.3,-1500,0,0
380471.5,-1500,0,0
380487.8,-1500,0,0
380491.5,-1500,0,0
380511.5,-1500,0,0
380517.5,-1500,0,0
380531.5,-1500,0,0
380548.4,-1500,0,0
380551.5,-1500,0,0
380571.5,-1500,0,0
380577.4,-1500,0,0
380591.5,-1500,0,0
380607.2,-1500,0,0
380611.4,-1500,0,0
380627.1,-1500,0,0
380631.3,-1500,0,0
380648.5,-1500,0,0
380651.4,-1500,0,0
380671.4,-1500,0,0
380678,-1500,0,0
380691.4,-1500,0,0
380707.8,-1500,0,0
380711.5,-1500,0,0
380731.4,-1500,0,0
380738.4,-1500,0,0
380751.4,-1500,0,0
380767.6,-1500,0,0
380771.3,-1500,0,0
380791.4,-1500,0,0
380798.1,-1500,0,0
380811.3,-1500,0,0
380827.3,-1500,0,0
380831.4,-1500,0,0
380851.4,-1500,0,0
380857.6,-1500,0,0
380871.4,-1500,0,0
380887.8,-1500,0,0
380891.4,-1500,0,0
380911.5,-1500,0,0
380917.9,-1500,0,0
380931.4,-1500,0,0
380948.1,-1500,0,0
380951.3,-1500,0,0
380971.3,-1500,0,0
380977.8,-1500,0,0
380991.4,-1500,0,0
381007.1,-1500,0,0
381011.4,-1500,0,0
381031.4,-1500,0,0
381037.5,-1500,0,0
381051.3,-1500,0,0
381066.9,-1500,0,0
381071.3,-1500,0,0
381091.5,-1500,0,0
381098.3,-1500,0,0
381111.3,-1500,0,0
381127.2,-1500,0,0
381131.4,-1500,0,0
381151.3,-1500,0,0
381157.8,-1500,0,0
381171.3,-1500,0,0
381186.8,-1500,0,0
381191.4,-1500,0,0
381211.3,-1500,0,0
381216.8,-1500,0,0
381231.3,-1500,0,0
381236.6,-1500,0,0
381251.4,-1500,0,0
381256.6,-1500,0,0
381271.4,-1500,0,0
381277.2,-1500,0,0
381291.3,-1500,0,0
381296.2,-1500,0,0
381311.2,-1500,0,0
381317.2,-1500,0,0
381331.2,-1500,0,0
381337.2,-1500,0,0
381351.2,-1500,0,0
381366.9,-1500,0,0
381371.4,-1500,0,0
381391.4,-1500,0,0
381396.6,-1500,0,0
381411.4,-1500,0,0
381426.3,-1500,0,0
381431.5,-1500,0,0
381446.4,-1500,0,0
381451.5,-1500,0,0
381467.6,-1500,0,0
381471.4,-1500,0,0
381491.5,-1500,0,0
381496.9,-1500,0,0
381511.4,-1500,0,0
381516.6,-1500,0,0
381531.3,-1500,0,0
381537.1,-1500,0,0
381551.3,-1500,0,0
381557.5,-1500,0,0
381571.3,-1500,0,0
381576.9,-1500,0,0
381591.3,-1500,0,0
381596.6,-1500,0,0
381611.3,-1500,0,0
381616.9,-1500,0,0
381631.2,-1500,0,0
381635.9,-1500,0,0
381651.2,-1500,0,0
381665.9,-1500,0,0
381671.2,-1500,0,0
381685.7,-1500,0,0
381691.1,-1500,0,0
381706.6,-1500,0,0
381711.1,-1500,0,0
381731.2,-1500,0,0
381737.4,-1500,0,0
381751.2,-1500,0,0
381766.1,-1500,0,0
381771.2,-1500,0,0
381791.2,-1500,0,0
381795.9,-1500,0,0
381811.2,-1500,0,0
381826.6,-1500,0,0
381831.2,-1500,0,0
381851.2,-1500,0,0
381856.5,-1500,0,0
381871.2,-1500,0,0
381886.6,-1500,0,0
381891.2,-1500,0,0
381911.3,-1500,0,0
381916.5,-1500,0,0
381931.2,-1500,0,0
381935.4,-1500,0,0
381951.2,-1500,0,0
381955,-1500,0,0
381971.2,-1500,0,0
381976.1,-1500,0,0
381991.2,-1500,0,0
382005.8,-1500,0,0
382011.2,-1500,0,0
382031.2,-1500,0,0
382035.8,-1500,0,0
382051.2,-1500,0,0
382065.3,-1500,0,0
382071.2,-1500,0,0
382091.1,-1500,0,0
382095.6,-1500,0,0
382111.3,-1500,0,0
382125.3,-1500,0,0
382131.2,-1500,0,0
382151.2,-1500,0,0
382156,-1500,0,0
382171.1,-1500,0,0
382185.5,-1500,0,0
382191.2,-1500,0,0
382211.2,-1500,0,0
382215.7,-1500,0,0
382231.1,-1500,0,0
382245.2,-1500,0,0
382251.2,-1500,0,0
382271.3,-1500,0,0
382275,-1500,0,0
382291.1,-1500,0,0
382294.1,-1500,0,0
382311.1,-1500,0,0
382313.7,-1500,0,0
382331.2,-1500,0,0
382334.8,-1500,0,0
382351.1,-1500,0,0
382354.4,-1500,0,0
382371.1,-1500,0,0
382384.2,-1500,0,0
382391.1,-1500,0,0
382405.5,-1500,0,0
382411.1,-1500,0,0
382424.8,-1500,0,0
382431.1,-1500,0,0
382451.1,-1500,0,0
382455.1,-1500,0,0
382471.2,-1500,0,0
382484.5,-1500,0,0
382491.1,-1500,0,0
382511.1,-1500,0,0
382514.8,-1500,0,0
382531.2,600,0,0
382544.3,600,0,0
382551.1,600,0,0
382571.2,600,0,0
382573.8,600,0,0
382591.2,600,0,0
382594,600,0,0
382611.1,600,0,0
382614.8,600,0,0
382631.3,600,0,0
382634.5,600,0,0
382651.4,600,0,0
382654.7,600,0,0
382671.4,600,0,0
382675.2,600,0,0
382691.3,600,0,0
382704.9,600,0,0
382711.2,600,0,0
382724.4,600,0,0
382731.2,600,0,0
382744.2,600,0,0
382751.2,600,0,0
382764.5,600,0,0
382771.3,600,0,0
382791.2,600,0,0
382794.8,600,0,0
382811.3,600,0,0
382824.4,600,0,0
382831.1,600,0,0
382844.2,600,0,0
382851.1,600,0,0
382871.2,600,0,0
382874,600,0,0
382891.2,600,0,0
382893.8,600,0,0
382911.1,600,0,0
382914.7,600,0,0
382931.1,600,0,0
382944.7,600,0,0
382951.1,600,0,0
382971.2,600,0,0
382974.4,600,0,0
382991.2,600,0,0
383003.9,600,0,0
383011.1,600,0,0
383031.2,600,0,0
383034.1,600,0,0
383051.2,600,0,0
383053.6,600,0,0
383071.2,600,0,0
383082.7,600,0,0
383091.1,600,0,0
383111.2,600,0,0
383112.9,600,0,0
383131.1,600,0,0
383133.2,600,0,0
383151.1,600,0,0
383154.3,600,0,0
383171.2,600,0,0
383183.6,600,0,0
383191.1,600,0,0
383211,600,0,0
383213.4,600,0,0
383231.1,600,0,0
383244.2,600,0,0
383251.1,600,0,0
383271.1,600,0,0
383273.3,600,0,0
383291.1,600,0,0
383303,600,0,0
383311.1,600,0,0
383331,600,0,0
383333.2,600,0,0
383351,600,0,0
383363.3,600,0,0
383371.1,600,0,0
383391.1,600,0,0
383392.6,600,0,0
383411.1,600,0,0
383422.9,600,0,0
383431,600,0,0
383442.3,600,0,0
383451.1,600,0,0
383471.2,600,0,0
383471.5,600,0,0
383491.1,600,0,0
383492.5,600,0,0
383511,600,0,0
383512.5,600,0,0
383531,600,0,0
383543,600,0,0
383551.3,600,0,0
383571.2,600,0,0
383572.5,600,0,0
383591.2,600,0,0
383602.6,600,0,0
383611.1,600,0,0
383631.1,600,0,0
383632.3,600,2,0
383651,600,2,0
383662.1,600,0,0
383671,600,0,0
383691,600,0,0
383692.1,600,0,0
383711,600,0,0
383721.5,600,0,0
383731.2,600,0,0
383740.5,600,0,0
383751,600,0,0
383762.6,600,0,0
383771.1,600,0,0
383791.1,600,0,0
383792.5,600,0,0
383811,600,0,0
383821.7,600,0,0
383831.4,600,0,0
383851.3,600,0,0
383852.9,600,0,0
383871.3,600,0,0
383882.3,600,0,0
383891.1,600,0,0
383911,600,0,0
383912.2,600,0,0
383931.2,600,0,0
383931.4,600,0,0
383951,600,0,0
383951.9,600,0,0
383971,600,0,0
383972.4,600,0,0
383991,600,0,0
384001.5,600,0,0
384011,600,0,0
384021.1,600,0,0
384031.1,600,0,0
384041.4,600,0,0
384051,600,0,0
384061.2,600,0,0
384071.1,600,0,0
384091.1,600,0,0
384091.9,600,0,0
384111,600,0,0
384121.3,600,0,0
384131,600,0,0
384151.3,600,0,0
384152,600,0,0
384171,600,0,0
384181.8,600,0,0
384191,600,0,0
384211.1,600,0,0
384211.4,600,0,0
384231,600,0,0
384240.9,600,0,0
384251,600,0,0
384270.8,600,0,0
384271.1,600,0,0
384291,600,0,0
384300.6,600,0,0
384311,600,0,0
384330.3,600,0,0
384331,600,0,0
384350.5,600,0,0
384351,600,0,0
384370.9,600,0,0
384371.2,600,0,0
384391.2,600,0,0
384392,600,0,0
384410.2,600,0,0
384411.9,600,0,0
384431.1,600,0,0
384439.6,600,0,0
384451,600,0,0
384460.3,600,0,0
384471,600,0,0
384480.7,600,0,0
384491,600,0,0
384510.1,600,0,0
384511,600,0,0
384531,600,0,0
384540.2,600,0,0
384551,600,0,0
384570.1,600,0,0
384571.8,600,0,0
384591,600,0,0
384600.6,600,0,0
384611,600,0,0
384630.1,600,32,0
384630.9,600,32,0
384651,600,32,0
384659.8,600,72,0
384671,600,72,0
384689.4,600,192,0
384691,600,192,0
384709.4,600,300,0
384710.9,600,300,0
384730.4,600,428,0
384730.9,600,428,0
384749.8,600,518,0
384751.1,600,518,0
384771,600,518,0
384779.8,600,594,0
384791,600,594,0
384810,600,686,0
384811,600,686,0
384828.5,600,734,0
384831,600,734,0
384850.5,600,776,0
384851,600,776,0
384871.2,600,776,0
384880.1,600,812,0
384891.2,600,812,0
384910.3,600,564,0
384911.2,600,564,0
384931,600,564,0
384939.6,600,574,0.02
384950.9,600,574,0.02
384969.4,600,570,0.02
384970.9,600,570,0.02
384989.1,600,574,0.03
384991,600,574,0.03
385009.3,600,594,0.03
385010.9,600,594,0.03
385029.9,600,580,0.03
385031,600,580,0.03
385049.2,600,576,0.03
385050.9,600,576,0.03
385069,600,558,0.04
385070.9,600,558,0.04
385089.5,600,564,0.05
385090.9,600,564,0.05
385108.5,600,570,0.06
385111,600,570,0.06
385129.3,600,576,0.06
385131,643,576,0.06
385150.3,643,578,0.07
385150.9,652,578,0.07
385170.9,652,578,0.07
385180,652,596,0.08
385191,580,596,0.08
385199.1,580,556,0.08
385210.9,580,556,0.08
385219.2,580,578,0.09
385230.9,574,578,0.09
385239.5,574,572,0.11
385250.9,601,572,0.11
385269.4,601,560,0.11
385270.9,593,560,0.11
385291,593,560,0.11
385299,593,582,0.12
385311,593,582,0.12
385329.1,593,586,0.13
385330.9,578,586,0.13
385349.1,578,582,0.14
385350.9,578,582,0.14
385371,529,582,0.14
385378.6,529,558,0.15
385390.9,529,558,0.15
385398.5,529,538,0.15
385410.9,559,538,0.15
385419.7,559,542,0.16
385430.9,559,542,0.16
385449.2,559,496,0.17
385450.9,598,496,0.17
385470.9,603,496,0.17
385479.2,603,528,0.18
385490.9,597,528,0.18
385508.6,597,558,0.19
385510.9,597,558,0.19
385531,562,558,0.19
385539.2,562,566,0.2
385550.9,562,566,0.2
385568.7,562,546,0.21
385570.9,550,546,0.21
385591,553,546,0.21
385599.4,553,546,0.22
385611,553,546,0.22
385629.1,553,536,0.23
385631,558,536,0.23
385651,558,536,0.23
385659.1,558,546,0.24
385670.9,602,546,0.24
385688.5,602,530,0.25
385691,613,530,0.25
385710.9,613,530,0.25
385718.2,613,580,0.26
385730.9,653,580,0.26
385738.2,653,570,0.27
385750.9,696,570,0.27
385758.9,696,602,0.27
385770.9,696,602,0.27
385789.1,696,616,0.28
385790.9,677,616,0.28
385810.9,677,616,0.28
385819.3,677,666,0.29
385831,682,666,0.29
385850,682,642,0.3
385850.9,682,642,0.3
385870.9,666,642,0.3
385879.3,666,662,0.31
385890.9,663,662,0.31
385909.2,663,650,0.31
385910.9,663,650,0.31
385930.9,702,650,0.31
385939,702,658,0.32
385951,710,658,0.32
385969,710,636,0.33
385970.9,710,636,0.33
385990.9,706,636,0.33
385998.8,706,664,0.34
386010.9,668,664,0.34
386028.9,668,678,0.35
386030.9,668,678,0.35
386050.9,700,678,0.35
386058.7,700,664,0.36
386070.9,700,664,0.36
386078.1,700,648,0.36
386090.9,693,648,0.36
386098.3,693,618,0.37
386110.9,693,618,0.37
386118.4,693,646,0.37
386131,740,646,0.37
386137.7,740,658,0.38
386150.9,740,658,0.38
386158.2,740,684,0.39
386170.9,695,684,0.39
386178.6,695,694,0.39
386190.9,683,694,0.39
386208.4,683,696,0.4
386210.9,683,696,0.4
386230.9,670,696,0.4
386238.3,670,688,0.41
386250.8,663,688,0.41
386268.4,663,640,0.42
386270.9,677,640,0.42
386290.9,677,640,0.42
386297.9,677,648,0.43
386310.9,701,648,0.43
386328.6,701,650,0.44
386330.8,701,650,0.44
386347.8,701,666,0.44
386350.9,711,666,0.44
386370.9,689,666,0.44
386377.8,689,646,0.45
386391.3,698,646,0.45
386397.9,698,668,0.46
386410.9,698,668,0.46
386418.1,698,666,0.46
386430.9,642,666,0.46
386448.4,642,682,0.47
386450.9,615,682,0.47
386470.9,615,682,0.47
386478.1,615,626,0.48
386490.9,663,626,0.48
386507.2,663,576,0.49
386510.9,711,576,0.49
386530.9,711,576,0.49
386537.5,711,626,0.5
386550.9,700,626,0.5
386557.2,700,666,0.5
386570.9,700,666,0.5
386587,700,668,0.51
386590.9,763,668,0.51
386607.3,763,692,0.51
386610.8,763,692,0.51
386627.5,763,710,0.51
386630.9,740,710,0.51
386646.5,740,744,0.52
386650.8,740,744,0.52
386667.2,740,702,0.52
386670.9,737,702,0.52
386687.5,737,716,0.53
386690.9,683,716,0.53
386710.9,683,716,0.53
386717.1,683,696,0.54
386730.8,725,696,0.54
386747.6,725,650,0.54
386750.9,770,650,0.54
386766.6,770,712,0.55
386770.9,770,712,0.55
386787.6,770,692,0.56
386790.9,707,692,0.56
386810.9,707,692,0.56
386817.5,707,700,0.57
386830.8,710,700,0.57
386847.9,710,684,0.57
386850.9,723,684,0.57
386870.9,723,684,0.57
386877.7,723,696,0.58
386890.9,747,696,0.58
386897.4,747,706,0.59
386910.8,747,706,0.59
386926.7,747,722,0.6
386930.8,739,722,0.6
386946.5,739,706,0.61
386950.9,742,706,0.61
386967.1,742,732,0.61
386970.8,728,732,0.61
386990.9,728,732,0.61
386997.9,728,696,0.62
387010.9,772,696,0.62
387026.7,772,702,0.63
387030.9,772,702,0.63
387046.7,772,708,0.64
387050.8,772,708,0.64
387070.8,800,708,0.64
387076.1,800,718,0.64
387090.8,839,718,0.64
387095.9,839,732,0.65
387110.8,841,732,0.65
387116.1,841,708,0.66
387130.8,841,708,0.66
387136.1,841,764,0.66
387150.9,756,764,0.66
387155.9,756,808,0.66
387170.8,756,808,0.66
387177.1,756,828,0.67
387190.8,731,828,0.67
387195.6,731,784,0.68
387210.8,741,784,0.68
387215.7,741,742,0.69
387230.9,756,742,0.69
387236.4,756,734,0.69
387250.8,774,734,0.69
387256,774,720,0.7
387270.8,774,720,0.7
387275.3,774,708,0.71
387290.8,718,708,0.71
387296,718,718,0.71
387310.8,719,718,0.71
387326,719,732,0.72
387330.8,715,732,0.72
387346.1,715,702,0.73
387350.9,763,702,0.73
387366.5,763,698,0.73
387370.8,763,698,0.73
387386.8,763,688,0.73
387390.8,772,688,0.73
387410.8,772,688,0.73
387416.4,772,736,0.74
387430.8,715,736,0.74
387446.4,715,756,0.75
387450.8,715,756,0.75
387470.8,687,756,0.75
387476.4,687,744,0.76
387490.8,690,744,0.76
387505.8,690,674,0.77
387510.8,690,674,0.77
387530.8,683,674,0.77
387535.8,683,662,0.78
387550.8,683,662,0.78
387566.1,683,658,0.79
387570.8,650,658,0.79
387590.8,630,658,0.79
387595.2,630,664,0.79
387610.7,630,664,0.79
387625.6,630,612,0.8
387630.8,729,612,0.8
387650.9,695,612,0.8
387655.3,695,606,0.81
387670.8,695,606,0.81
387675.1,695,630,0.81
387690.9,720,630,0.81
387704.5,720,682,0.82
387710.9,700,682,0.82
387725.6,700,662,0.83
387730.8,700,662,0.83
387745.2,700,662,0.83
387750.9,612,662,0.83
387770.9,612,662,0.83
387775.2,612,660,0.83
387790.8,686,660,0.83
387805.1,686,602,0.84
387810.9,603,602,0.84
387830.8,505,602,0.84
387835.2,505,582,0.85
387850.8,505,582,0.85
387855.2,505,558,0.85
387870.8,606,558,0.85
387875.3,606,590,0.86
387890.8,599,590,0.86
387905.3,599,512,0.87
387910.7,599,512,0.87
387930.8,513,512,0.87
387936.3,513,574,0.87
387950.8,569,574,0.87
387965.8,569,582,0.88
387970.8,569,582,0.88
387990.8,513,582,0.88
387995.8,513,500,0.88
388010.8,513,500,0.88
388025.5,513,554,0.88
388030.8,664,554,0.88
388045,664,518,0.89
388051,654,518,0.89
388064.6,654,486,0.89
388071,538,486,0.89
388085.4,538,566,0.89
388090.8,538,566,0.89
388104.7,538,608,0.89
388110.8,565,608,0.89
388124.9,565,614,0.9
388131,521,614,0.9
388146.2,521,538,0.9
388150.8,521,538,0.9
388170.8,437,538,0.9
388175.3,437,508,0.9
388190.7,437,508,0.9
388205.2,437,522,0.91
388210.7,465,522,0.91
388230.8,366,522,0.91
388235.4,366,412,0.91
388250.8,366,412,0.91
388264.9,366,452,0.91
388270.7,484,452,0.91
388290.8,426,452,0.91
388295.3,426,338,0.91
388310.7,426,338,0.91
388324.6,426,418,0.91
388330.8,477,418,0.91
388350.8,477,418,0.91
388355.9,477,392,0.91
388370.8,494,392,0.91
388384.8,494,430,0.92
388390.7,428,430,0.92
388410.8,394,430,0.92
388414.4,394,448,0.92
388430.8,394,448,0.92
388444.7,394,428,0.92
388450.9,408,428,0.92
388471,372,428,0.92
388474.7,372,366,0.92
388490.9,372,366,0.92
388504.6,372,394,0.92
388510.8,389,394,0.92
388523.3,389,382,0.92
388530.7,389,382,0.92
388543.9,389,362,0.93
388550.8,466,362,0.93
388564.3,466,362,0.93
388570.7,466,362,0.93
388583,466,364,0.92
388590.7,360,364,0.92
388610.8,360,364,0.92
388614,360,364,0.92
388631,462,364,0.92
388633.9,462,420,0.93
388650.9,462,420,0.93
388654.6,462,360,0.93
388671,366,360,0.93
388674.3,366,374,0.93
388690.9,376,374,0.93
388703.5,376,432,0.93
388710.9,376,432,0.93
388724.2,376,434,0.93
388730.9,331,434,0.93
388744.5,331,368,0.93
388750.9,331,368,0.93
388771,359,368,0.93
388774.2,359,368,0.93
388790.9,454,368,0.93
388803.8,454,338,0.93
388810.9,454,338,0.93
388831.2,431,338,0.93
388833.6,431,342,0.93
388850.8,431,342,0.93
388863.4,431,376,0.93
388870.8,444,376,0.93
388883.2,444,422,0.93
388890.8,444,422,0.93
388903.9,444,414,0.93
388910.8,403,414,0.93
388924.1,403,416,0.93
388930.7,403,416,0.93
388943.7,403,438,0.93
388950.8,359,438,0.93
388964.5,359,386,0.93
388970.9,359,386,0.93
388990.8,338,386,0.93
388994.5,338,380,0.93
389011,342,380,0.93
389024.3,342,336,0.93
389030.9,342,336,0.93
389050.8,381,336,0.93
389054.2,381,318,0.93
389070.8,381,318,0.93
389084,381,330,0.93
389090.9,405,330,0.93
389110.9,409,330,0.93
389114.3,409,350,0.93
389130.9,409,350,0.93
389143.5,409,360,0.93
389150.9,450,360,0.93
389170.8,450,360,0.93
389173.1,450,382,0.93
389190.9,352,382,0.93
389192.4,352,410,0.93
389210.9,365,410,0.93
389212.1,365,426,0.93
389230.9,365,426,0.93
389233.6,365,402,0.93
389250.8,444,402,0.93
389252.9,444,348,0.93
389270.9,364,348,0.93
389272.6,364,370,0.93
389290.8,364,370,0.93
389293.8,364,344,0.93
389310.7,372,344,0.93
389323.3,372,438,0.93
389330.7,427,438,0.93
389350.7,427,438,0.93
389353.1,427,346,0.93
389370.7,412,346,0.93
389382.7,412,358,0.93
389390.6,412,358,0.93
389410.7,415,358,0.93
389412.5,415,406,0.93
389430.8,385,406,0.93
389442.6,385,390,0.93
389450.9,353,390,0.93
389470.9,409,390,0.93
389472.2,409,396,0.93
389490.9,409,396,0.93
389502.3,409,392,0.93
389511,342,392,0.93
389530.9,342,392,0.93
389533,342,386,0.93
389550.9,414,386,0.93
389562.5,414,326,0.94
389571,388,326,0.94
389590.9,388,326,0.94
389592.2,388,320,0.93
389611.3,394,320,0.93
389612.3,394,326,0.93
389630.9,407,326,0.93
389632.1,407,358,0.93
389650.9,407,358,0.93
389652.7,407,382,0.94
389671.5,341,382,0.94
389681.6,341,364,0.93
389690.9,341,364,0.93
389701.6,341,382,0.93
389710.8,363,382,0.93
389731.1,363,382,0.93
389731.8,363,348,0.94
389750.8,331,348,0.94
389752.3,331,314,0.94
389770.7,331,314,0.94
389772,331,354,0.94
389790.7,317,354,0.94
389802.4,317,346,0.94
389810.7,317,346,0.94
389830.7,365,346,0.94
389831.9,365,312,0.94
389850.9,370,312,0.94
389861.8,370,312,0.93
389871,370,312,0.93
389891,465,312,0.93
389891.7,465,334,0.94
389910.9,465,334,0.94
389921.5,465,346,0.94
389931,416,346,0.94
389940.8,416,342,0.94
389950.9,416,342,0.94
389961,416,452,0.94
389970.9,340,452,0.94
389981,340,442,0.94
389990.8,323,442,0.94
390001.1,323,394,0.94
390010.7,323,394,0.94
390022.2,323,406,0.94
390030.7,381,406,0.94
390041.7,381,334,0.94
390050.8,317,334,0.94
390070.7,317,334,0.94
390071.8,317,294,0.94
390091,455,294,0.94
390091.8,455,368,0.94
390111,476,368,0.94
390111.8,476,320,0.94
390130.8,476,320,0.94
390142,476,324,0.93
390150.7,490,324,0.93
390170.7,490,324,0.93
390171.9,490,432,0.93
390190.7,349,432,0.93
390201.6,349,454,0.94
390210.8,365,454,0.94
390230.9,381,454,0.94
390232.1,381,482,0.94
390250.7,381,482,0.94
390261.5,381,416,0.94
390270.7,194,416,0.94
390290.7,194,416,0.94
390291.9,194,358,0.94
390310.6,293,358,0.94
390321.7,293,376,0.94
390330.7,321,376,0.94
390351,363,376,0.94
390352.1,363,180,0.94
390370.7,363,180,0.94
390381.4,363,194,0.93
390390.7,482,194,0.93
390410.8,482,194,0.93
390411.5,482,344,0.94
390430.7,443,344,0.94
390441.8,443,392,0.94
390450.6,443,392,0.94
390470.7,468,392,0.94
390471.9,468,456,0.94
390490.6,468,456,0.94
390501.6,468,456,0.94
390510.8,388,456,0.94
390531.1,360,456,0.94
390531.8,360,448,0.94
390550.7,360,448,0.94
390561.3,360,368,0.94
390570.6,405,368,0.94
390590.7,451,368,0.94
390591.4,451,362,0.94
390610.6,451,362,0.94
390620.8,451,356,0.94
390630.6,402,356,0.94
390640.6,402,396,0.94
390650.7,348,396,0.94
390670.8,348,396,0.94
390671,348,426,0.94
390691,361,426,0.94
390691.7,361,402,0.94
390711,361,402,0.94
390711.7,361,342,0.94
390730.6,418,342,0.94
390741.2,418,352,0.95
390750.6,359,352,0.95
390770.8,359,352,0.95
390771.5,359,334,0.95
390790.7,398,334,0.95
390800.8,398,396,0.95
390810.6,398,396,0.95
390820.5,398,358,0.95
390830.7,302,358,0.95
390841.2,302,350,0.95
390850.7,348,350,0.95
390870.9,375,350,0.95
390871.2,375,378,0.95
390890.6,375,378,0.95
390900.7,375,352,0.95
390910.6,286,352,0.95
390921,286,338,0.95
390930.6,314,338,0.95
