Time (ms),Axle_Torque_Setpoint(N.m),Axle_Torque_Feedback(N.m),Speed_Feedback(m/s)
16.5,-1500,0,0
16.8,-1500,0,0
36.3,-1500,0,0
46.5,-1500,0,0
56.3,-1500,0,0
66,-1500,0,0
76.2,-1500,0,0
95.5,-1500,0,0
96.2,-1500,0,0
115.6,-1500,0,0
116.2,-1500,0,0
136,-1500,0,0
136.5,-1500,0,0
156.3,-1500,0,0
166.8,-1500,0,0
176.3,-1500,0,0
196,-1500,0,0
196.3,-1500,0,0
216.3,-1500,0,0
225.3,-1500,0,0
236.3,-1500,0,0
255.7,-1500,0,0
256.6,-1500,0,0
274.7,-1500,0,0
276.2,-1500,0,0
296.3,-1500,0,0
304.4,-1500,0,0
316.3,-1500,0,0
324.4,-1500,0,0
336.2,-1500,0,0
345,-1500,0,0
356.2,-1500,0,0
375.1,-1500,0,0
376.2,-1500,0,0
396.2,-1500,0,0
404.7,-1500,0,0
416.2,-1500,0,0
435.1,-1500,0,0
436.3,-1500,0,0
456.3,-1500,0,0
465.4,-1500,0,0
476.3,-1500,0,0
495.1,-1500,0,0
496.2,-1500,0,0
516.3,-1500,0,0
524.9,-1500,0,0
536.3,-1500,0,0
544.2,-1500,0,0
556.3,-1500,0,0
564.5,-1500,0,0
576.3,-1500,0,0
584.6,-1500,0,0
596.3,-1500,0,0
603.9,-1500,0,0
616.2,-1500,0,0
623.9,-1500,0,0
636.3,-1500,0,0
644.5,-1500,0,0
656.2,-1500,0,0
663.9,-1500,0,0
676.2,-1500,0,0
684.4,-1500,0,0
696.2,-1500,0,0
704.6,-1500,0,0
716.2,-1500,0,0
734.6,-1500,0,0
736.2,-1500,0,0
756.2,-1500,0,0
764.3,-1500,0,0
776.3,-1500,0,0
794.5,-1500,0,0
796.2,-1500,0,0
816.3,-1500,0,0
824,-1500,0,0
836.2,-1500,0,0
853.8,-1500,0,0
856.2,-1500,0,0
873.3,-1500,0,0
876.3,-1500,0,0
893.6,-1500,0,0
896.2,-1500,0,0
913.3,-1500,0,0
916.2,-1500,0,0
936.3,-1500,0,0
943.3,-1500,0,0
956.2,-1500,0,0
962.8,-1500,0,0
976.2,-1500,0,0
983.3,-1500,0,0
996.2,-1500,0,0
1003.4,-1500,0,0
1016.2,-1500,0,0
1033.1,-1500,0,0
1036.3,-1500,0,0
1056.2,-1500,0,0
1063.1,-1500,0,0
1076.3,-1500,0,0
1082.8,-1500,0,0
1096.2,-1500,0,0
1103.2,-1500,0,0
1116.2,-1500,0,0
1122.6,-1500,0,0
1136.2,-1500,0,0
1142.5,-1500,0,0
1156.2,-1500,0,0
1163.2,-1500,0,0
1176.2,-1500,0,0
1192.6,-1500,0,0
1196.2,-1500,0,0
1216.2,-1500,0,0
1223,-1500,0,0
1236.2,-1500,0,0
1253,-1500,0,0
1256.2,-1500,0,0
1273.3,-1500,0,0
1276.2,-1500,0,0
1296.2,-1500,0,0
1302.4,-1500,0,0
1316.2,-1500,0,0
1322.2,-1500,0,0
1336.4,-1500,0,0
1342.6,-1500,0,0
1356.4,-1500,0,0
1361.6,-1500,0,0
1376.4,-1500,0,0
1381.6,-1500,0,0
1396.4,-1500,0,0
1402.6,-1500,0,0
1416.4,-1500,0,0
1421.3,-1500,0,0
1436.9,-1500,0,0
1442,-1500,0,0
1456.4,-1500,0,0
1463.2,-1500,0,0
1476.3,-1500,0,0
1493.3,-1500,0,0
1496.2,-1500,0,0
1511.7,-1500,0,0
1516.4,-1500,0,0
1531.6,-1500,0,0
1536.2,-1500,0,0
1552.5,-1500,0,0
1556.3,-1500,0,0
1572.1,-1500,0,0
1576.3,-1500,0,0
1592.2,-1500,0,0
1596.2,-1500,0,0
1612.2,-1500,0,0
1616.3,-1500,0,0
1636.2,-1500,0,0
1641.7,-1500,0,0
1656.1,-1500,0,0
1672.6,-1500,0,0
1676.2,-1500,0,0
1696.2,-1500,0,0
1702.2,-1500,0,0
1716.2,-1500,0,0
1731.7,-1500,0,0
1736.2,-1500,0,0
1751,-1500,0,0
1756.2,-1500,0,0
1770.9,-1500,0,0
1776.2,-1500,0,0
1791.9,-1500,0,0
1796.2,-1500,0,0
1816.2,-1500,0,0
1822.1,-1500,0,0
1836.2,-1500,0,0
1840.6,-1500,0,0
1856.1,-1500,0,0
1861.5,-1500,-2,0
1876.2,-1500,-2,0
1881.1,-1500,0,0
1896.2,-1500,0,0
1901,-1500,0,0
1916.1,-1500,0,0
1921.2,-1500,0,0
1936.1,-1500,0,0
1941.6,-1500,0,0
1956.2,-1500,0,0
1960.8,-1500,0,0
1976.2,-1500,0,0
1981.3,-1500,0,0
1996.1,-1500,0,0
2001.5,-1500,0,0
2016.1,-1500,0,0
2031.4,-1500,0,0
2036.2,-1500,0,0
2056.5,-1500,0,0
2061,-1500,0,0
2076.2,-1500,0,0
2090.8,-1500,0,0
2096.1,-1500,0,0
2110.5,-1500,0,0
2116.2,-1500,0,0
2131.2,-1500,0,0
2136.3,-1500,0,0
2156.1,-1500,0,0
2162.4,-1500,0,0
2176.1,-1500,0,0
2191.6,-1500,0,0
2196.1,-1500,0,0
2216.1,-1500,0,0
2221.9,-1500,0,0
2236.1,-1500,0,0
2251.6,-1500,0,0
2256.1,-1500,0,0
2271,-1500,0,0
2276.1,-1500,0,0
2296.1,-1500,0,0
2300.2,-1500,0,0
2316.1,-1500,0,0
2320.1,-1500,0,0
2336.1,-1500,0,0
2341.4,-1500,0,0
2356.1,-1500,0,0
2371,-1500,0,0
2376.2,-1500,0,0
2396.1,-1500,0,0
2401.2,-1500,0,0
2416.2,-1500,0,0
2431.3,-1500,0,0
2436.1,-1500,0,0
2456.1,-1500,0,0
2460.6,-1500,0,0
2476.1,-1500,0,0
2490.3,-1500,0,0
2496.1,-1500,0,0
2516.1,-1500,0,0
2520.3,-1500,0,0
2536.2,-1500,0,0
2539.7,-1500,0,0
2556.1,-1500,0,0
2559.7,-1500,0,0
2576.1,-1500,0,0
2579.7,-1500,0,0
2596,-1500,0,0
2609.9,-1500,0,0
2616.1,-1500,0,0
2636.1,-1500,0,0
2639.6,-1500,0,0
2656.1,-1500,0,0
2669.9,-1500,0,0
2676.2,-1500,0,0
2696.2,-1500,0,0
2699.8,-1500,0,0
2716.3,-1500,0,0
2729.8,-1500,0,0
2736.2,-1500,0,0
2756.1,-1500,0,0
2759.5,-1500,0,0
2776.1,-1500,0,0
2789.2,-1500,0,0
2796.1,-1500,0,0
2816.1,-1500,0,0
2819.9,-1500,0,0
2836.2,-1500,0,0
2850.1,-1500,0,0
2856.1,-1500,0,0
2876.1,-1500,0,0
2879.6,-1500,0,0
2896.1,-1500,0,0
2909.3,-1500,0,0
2916.1,-1500,0,0
2928.3,-1500,0,0
2936.1,-1500,0,0
2949,-1500,0,0
2956.1,-1500,0,0
2969.9,-1500,0,0
2976.1,-1500,0,0
2996.1,-1500,0,0
2998.8,-1500,0,0
3016.1,-1500,0,0
3019,-1500,0,0
3036.1,-1500,0,0
3039.6,-1500,0,0
3056.1,-1500,0,0
3059.6,-1500,0,0
3076.3,-1500,0,0
3078.6,-1500,0,0
3096.4,-1500,0,0
3099,-1500,0,0
3116.2,-1500,0,0
3119,-1500,0,0
3136,-1500,0,0
3149.3,-1500,0,0
3156.1,-1500,0,0
3169.8,-1500,0,0
3176,-1500,0,0
3189.4,-1500,0,0
3196,-1500,0,0
3216.1,-1500,0,0
3219.3,-1500,0,0
3236.1,-1500,0,0
3249.3,-1500,0,0
3256.1,-1500,0,0
3276.1,-1500,0,0
3279.7,-1500,0,0
3296.1,-1500,0,0
3309.5,-1500,0,0
3316,-1500,0,0
3328.8,-1500,0,0
3336.2,-1500,0,0
3348.5,-1500,0,0
3356.1,-1500,0,0
3369.3,-1500,0,0
3376.2,-1500,0,0
3396.1,-1500,0,0
3399,-1500,0,0
3416,-1500,0,0
3428.7,-1500,0,0
3436,-1500,0,0
3456,-1500,0,0
3460.5,-1500,0,0
3476.2,-1500,0,0
3478.6,-1500,0,0
3496.3,-1500,0,0
3508.3,-1500,0,0
3516.1,-1500,0,0
3528.1,-1500,0,0
3536.1,-1500,0,0
3549,-1500,0,0
3556,-1500,0,0
3569.1,-1500,0,0
3576,-1500,0,0
3596,-1500,0,0
3597.8,-1500,0,0
3616,-1500,0,0
3617.6,-1500,0,0
3636,-1500,0,0
3638.8,-1500,0,0
3656,-1500,0,0
3669.9,-1500,0,0
3676,-1500,0,0
3696,-1500,0,0
3698.5,-1500,0,0
3716.1,-1500,0,0
3728.1,-1500,0,0
3736,-1500,0,0
3747.8,-1500,0,0
3756.1,-1500,0,0
3768,-1500,0,0
3776,-1500,0,0
3788.7,-1500,0,0
3796.1,-1500,0,0
3816.1,-1500,0,0
3818.9,-1500,0,0
3836.1,-1500,0,0
3848.4,-1500,0,0
3856.1,-1500,0,0
3876.2,-1500,0,0
3878.9,-1500,0,0
3896.1,-1500,0,0
3908.1,-1500,0,0
3916.1,-1500,0,0
3936,-1500,0,0
3939,-1500,0,0
3956,-1500,0,0
3968.4,-1500,0,0
3976,-1500,0,0
3996,-1500,0,0
3998.4,-1500,0,0
4016,-1500,0,0
4017.2,-1500,0,0
4036,-1500,0,0
4038,-1500,0,0
4056,-1500,0,0
4058.1,-1500,0,0
4076,-1500,0,0
4088.3,-1500,0,0
4096,-1500,0,0
4116,-1500,0,0
4117.5,-1500,0,0
4136.3,-1500,0,0
4137.8,-1500,0,0
4156.2,-1500,0,0
4158.7,-1500,0,0
4176.1,-1500,0,0
4188.7,-1500,0,0
4196,-1500,0,0
4216,-1500,0,0
4218.8,-1500,0,0
4236,-1500,0,0
4248.8,-1500,0,0
4256,-1500,0,0
4276,-1500,0,0
4278.3,-1500,0,0
4296,-1500,0,0
4308.6,-1500,0,0
4316,-1500,0,0
4335.9,-1500,0,0
4338.1,-1500,0,0
4356,-1500,0,0
4369.1,-1500,0,0
4375.9,-1500,0,0
4396,-1500,0,0
4398.8,-1500,0,0
4416,-1500,0,0
4428.6,-1500,0,0
4436,-1500,0,0
4447.1,-1500,0,0
4455.9,-1500,0,0
4467.8,-1500,0,0
4476,-1500,0,0
4488.4,-1500,0,0
4496,-1500,0,0
4516,-1500,0,0
4517.7,-1500,0,0
4536,-1500,0,0
4537.8,-1500,0,0
4556,-1500,0,0
4557.8,-1500,0,0
4576,-1500,0,0
4578.5,-1500,0,0
4596,-1500,0,0
4608.5,-1500,0,0
4616,-1500,0,0
4636,-1500,0,0
4638,-1500,0,0
4656,-1500,0,0
4668.7,-1500,0,0
4675.9,-1500,0,0
4696,-1500,0,0
4697.9,-1500,0,0
4716,-1500,0,0
4727.4,-1500,0,0
4736,-1500,0,0
4756,-1500,0,0
4757.7,-1500,0,0
4775.9,-1500,0,0
4787.5,-1500,0,0
4796,-1500,0,0
4815.9,-1500,0,0
4818.2,-1500,0,0
4836.2,-1500,0,0
4847.6,-1500,0,0
4856.2,-1500,0,0
4876.1,-1500,0,0
4877.3,-1500,0,0
4896,-1500,0,0
4907.4,-1500,0,0
4916,-1500,0,0
4936,-1500,0,0
4937.4,-1500,0,0
4955.9,-1500,0,0
4967.5,-1500,0,0
4975.9,-1500,0,0
4995.9,-1500,0,0
4997.3,-1500,0,0
5016.1,-1500,0,0
5017.2,-1500,0,0
5035.9,-1500,0,0
5037.5,-1500,0,0
5056,-1500,0,0
5067.5,-1500,0,0
5076,-1500,0,0
5096.1,-1500,0,0
5097.4,-1500,0,0
5116.8,-1500,0,0
5127.3,-1500,0,0
5136,-1500,0,0
5156,-1500,0,0
5157.4,-1500,0,0
5176,-1500,0,0
5187.8,-1500,0,0
5196.3,-1500,0,0
5216,-1500,0,0
5217.5,-1500,0,0
5236.3,-1500,0,0
5247.2,-1500,0,0
5255.9,-1500,0,0
5266.2,-1500,0,0
5275.9,-1500,0,0
5286.3,-1500,0,0
5296.1,-1500,0,0
5307.2,-1500,0,0
5315.9,-1500,0,0
5335.9,-1500,0,0
5337.4,-1500,0,0
5355.9,-1500,0,0
5367.7,-1500,0,0
5375.9,-1500,0,0
5396,-1500,0,0
5396.7,-1500,0,0
5415.9,-1500,0,0
5426.5,-1500,0,0
5436,-1500,0,0
5455.9,-1500,0,0
5456.8,-1500,0,0
5475.9,-1500,0,0
5486.9,-1500,0,0
5495.9,-1500,0,0
5516.1,-1500,0,0
5517.2,-1500,0,0
5535.9,-1500,0,0
5546.5,-1500,0,0
5555.8,-1500,0,0
5566.2,-1500,0,0
5575.8,-1500,0,0
5585.2,-1500,0,0
5595.9,-1500,0,0
5605.9,-1500,0,0
5615.8,-1500,0,0
5625.1,-1500,0,0
5636,-1500,0,0
5645.9,-1500,0,0
5655.9,-1500,0,0
5666.6,-1500,0,0
5676,-1500,0,0
5696.1,-1500,0,0
5696.4,-1500,0,0
5715.9,-1500,0,0
5726.2,-1500,0,0
5735.8,-1500,0,0
5756.1,-1500,0,0
5757.1,-1500,0,0
5775.9,-1500,0,0
5785.7,-1500,0,0
5796,-1500,0,0
5815.6,-1500,0,0
5816.1,-1500,0,0
5835.9,-1500,0,0
5845.4,-1500,0,0
5855.9,-1500,0,0
5875.6,-1500,0,0
5876.1,-1500,0,0
5895.9,-1500,0,0
5905.8,-1500,0,0
5915.8,-1500,0,0
5935.6,-1500,0,0
5936.4,-1500,0,0
5956,-1500,0,0
5965.9,-1500,0,0
5975.9,-1500,0,0
5995.4,-1500,0,0
5995.8,-1500,0,0
6015.8,-1500,0,0
6025.1,-1500,0,0
6035.9,-1500,0,0
6044.1,-1500,0,0
6055.9,-1500,0,0
6066.3,-1500,0,0
6075.9,-1500,0,0
6095.5,-1500,0,0
6096.1,-1500,0,0
6115.9,-1500,0,0
6125.7,-1500,0,0
6135.9,-1500,0,0
6155.2,-1500,0,0
6155.9,-1500,0,0
6175.9,-1500,0,0
6185.9,-1500,0,0
6195.8,-1500,0,0
6215.7,-1500,0,0
6215.9,-1500,0,0
6235.9,-1500,0,0
6245.9,-1500,0,0
6255.8,-1500,0,0
6275.7,-1500,0,0
6276,-1500,0,0
6295.8,-1500,0,0
6305.4,-1500,0,0
6315.9,-1500,0,0
6335,-1500,0,0
6335.8,-1500,0,0
6355.8,-1500,0,0
6366.3,-1500,0,0
6375.9,-1500,0,0
6394.8,-1500,0,0
6395.8,-1500,0,0
6415.8,-1500,0,0
6424.6,-1500,0,0
6435.8,-1500,0,0
6444,-1500,0,0
6456.1,-1500,0,0
6464.4,-1500,0,0
6475.9,-1500,0,0
6485.1,-1500,0,0
6495.9,-1500,0,0
6514.1,-1500,0,0
6515.8,-1500,0,0
6535.8,-1500,0,0
6545.1,-1500,0,0
6555.8,-1500,0,0
6574.7,-1500,0,0
6575.8,-1500,0,0
6595.8,-1500,0,0
6604.4,-1500,0,0
6615.8,-1500,0,0
6634.5,-1500,0,0
6636,-1500,0,0
6655.9,-1500,0,0
6664.8,-1500,0,0
6675.9,-1500,0,0
6694.1,-1500,0,0
6695.8,-1500,0,0
6715.9,-1500,0,0
6724.6,-1500,0,0
6735.9,-1500,0,0
6754.7,-1500,0,0
6755.8,-1500,0,0
6773.5,-1500,0,0
6775.8,-1500,0,0
6793.2,-1500,0,0
6795.8,-1500,0,0
6814.3,-1500,0,0
6815.8,-1500,0,0
6832.9,-1500,0,0
6835.8,-1500,0,0
6852.9,-1500,0,0
6856,-1500,0,0
6873.9,-1500,0,0
6875.9,-1500,0,0
6895.8,-1500,0,0
6903.9,-1500,0,0
6915.8,-1500,0,0
6923.5,-1500,0,0
6935.8,-1500,0,0
6943.8,-1500,0,0
6955.8,-1500,0,0
6964.2,-1500,0,0
6975.8,-1500,0,0
6993.9,-1500,0,0
6995.8,-1500,0,0
7015.9,-1500,0,0
7023.7,-1500,0,0
7035.8,-1500,0,0
7053.6,-1500,0,0
7055.7,-1500,0,0
7073.4,-1500,0,0
7075.8,-1500,0,0
7094.1,-1500,0,0
7095.8,-1500,0,0
7113.3,-1500,0,0
7115.8,-1500,0,0
7133.2,-1500,0,0
7135.8,-1500,0,0
7153.7,-1500,0,0
7155.8,-1500,0,0
7174.1,-1500,0,0
7175.8,-1500,0,0
7195.9,-1500,0,0
7203.7,-1500,0,0
7215.8,-1500,0,0
7223.4,-1500,0,0
7235.9,-1500,0,0
7244.5,-1500,0,0
7255.8,-1500,0,0
7263,-1500,0,0
7275.8,-1500,0,0
7293,-1500,0,0
7295.8,-1500,0,0
7312.8,-1500,0,0
7315.8,-1500,0,0
7333.5,-1500,0,0
7335.8,-1500,0,0
7355.8,-1500,0,0
7363.7,-1500,0,0
7375.8,-1500,0,0
7393.2,-1500,0,0
7395.8,-1500,0,0
7415.9,-1500,0,0
7423.7,-1500,0,0
7435.8,-1500,0,0
7453.4,-1500,0,0
7455.7,-1500,0,0
7475.9,-1500,0,0
7483.8,-1500,0,0
7495.8,-1500,0,0
7513.5,-1500,0,0
7515.7,-1500,0,0
7535.8,-1500,0,0
7543.5,-1500,0,0
7555.7,-1500,0,0
7574.1,-1500,0,0
7575.7,-1500,0,0
7595.8,-1500,0,0
7603.9,-1500,0,0
7615.8,-1500,0,0
7633.4,-1500,0,0
7636.1,-1500,0,0
7656,-1500,0,0
7663.6,-1500,0,0
7675.9,-1500,0,0
7693.3,-1500,0,0
7695.7,-1500,0,0
7715.8,-1500,0,0
7723.3,-1500,0,0
7735.8,-1500,0,0
7742.2,-1500,0,0
7755.8,-1500,0,0
7762.2,-1500,0,0
7775.7,-1500,0,0
7783.1,-1500,0,0
7795.8,-1500,0,0
7812.5,-1500,0,0
7815.7,-1500,0,0
7835.7,-1500,0,0
7842.6,-1500,0,0
7855.8,-1500,0,0
7862.2,-1500,0,0
7875.8,-1500,0,0
7891.9,-1500,0,0
7895.8,-1500,0,0
7912.2,-1500,0,0
7915.8,-1500,0,0
7932.5,-1500,0,0
7935.9,-1500,0,0
7955.8,-1500,0,0
7962.6,-1500,0,0
7975.7,-1500,0,0
7992.8,-1500,0,0
7995.7,-1500,0,0
8015.8,-1500,0,0
8022.3,-1500,0,0
8035.8,-1500,0,0
8052,-1500,0,0
8055.7,-1500,0,0
8072.1,-1500,0,0
8075.7,-1500,0,0
8093.1,-1500,0,0
8095.7,-1500,0,0
8111.9,-1500,0,0
8115.7,-1500,0,0
8131.9,-1500,0,0
8135.7,-1500,0,0
8152.5,-1500,0,0
8155.7,-1500,0,0
8172.3,-1500,0,0
8175.7,-1500,0,0
8192.5,-1500,0,0
8195.8,-1500,0,0
8213.3,-1500,0,0
8215.9,-1500,0,0
8235.9,-1500,0,0
8243,-1500,0,0
8255.7,-1500,0,0
8262.8,-1500,0,0
8275.8,-1500,0,0
8282.5,-1500,0,0
8295.7,-1500,0,0
8303.2,-1500,0,0
8315.8,-1500,0,0
8333.2,-1500,0,0
8335.7,-1500,0,0
8355.7,-1500,0,0
8362.7,-1500,0,0
8375.7,-1500,0,0
8393,-1500,0,0
8395.7,-1500,0,0
8415.7,-1500,0,0
8422.4,-1500,0,0
8435.7,-1500,0,0
8452.8,-1500,0,0
8455.7,-1500,0,0
8475.7,-1500,0,0
8482.1,-1500,0,0
8495.7,-1500,0,0
8511.8,-1500,0,0
8515.7,-1500,0,0
8535.7,-1500,0,0
8542.1,-1500,0,0
8555.7,-1500,0,0
8572.4,-1500,0,0
8575.6,-1500,0,0
8595.7,-1500,0,0
8602.1,-1500,0,0
8615.7,-1500,0,0
8631.1,-1500,0,0
8635.7,-1500,0,0
8655.7,-1500,0,0
8662.6,-1500,0,0
8676,-1500,0,0
8691.7,-1500,0,0
8696,-1500,0,0
8715.8,-1500,0,0
8722.1,-1500,0,0
8735.6,-1500,0,0
8751.3,-1500,0,0
8755.7,-1500,0,0
8771.4,-1500,0,0
8775.8,-1500,0,0
8796.1,-1500,0,0
8800.1,-1500,0,0
8816.4,-1500,0,0
8820.8,-1500,0,0
8835.9,-1500,0,0
8841,-1500,0,0
8855.9,-1500,0,0
8871.8,-1500,0,0
8875.8,-1500,0,0
8895.7,-1500,0,0
8901.9,-1500,0,0
8915.8,-1500,0,0
8931.3,-1500,0,0
8935.7,-1500,0,0
8950.1,-1500,0,0
8955.7,-1500,0,0
8971.2,-1500,0,0
8975.7,-1500,0,0
8990.7,-1500,0,0
8995.7,-1500,0,0
9015.7,-1500,0,0
9021.2,-1500,0,0
9035.7,-1500,0,0
9050.7,-1500,0,0
9055.7,-1500,0,0
9071,-1500,0,0
9075.8,-1500,0,0
9091.6,-1500,0,0
9095.7,-1500,0,0
9115.8,-1500,0,0
9121.4,-1500,0,0
9135.8,-1500,0,0
9151.3,-1500,0,0
9155.7,-1500,0,0
9171.3,-1500,0,0
9175.7,-1500,0,0
9195.8,-1500,0,0
9201.6,-1500,0,0
9215.7,-1500,0,0
9220.2,-1500,0,0
9235.7,-1500,0,0
9240.9,-1500,0,0
9255.7,-1500,0,0
9271.9,-1500,0,0
9275.8,-1500,0,0
9295.7,-1500,0,0
9301,-1500,0,0
9315.7,-1500,0,0
9330.8,-1500,0,0
9335.6,-1500,0,0
9349.7,-1500,0,0
9355.7,-1500,0,0
9370.8,-1500,0,0
9375.6,-1500,0,0
9390.5,-1500,0,0
9395.6,-1500,0,0
9415.6,-1500,0,0
9421.4,-1500,0,0
9435.7,-1500,0,0
9450,-1500,0,0
9455.6,-1500,0,0
9470.3,-1500,0,0
9475.7,-1500,0,0
9495.8,-1500,0,0
9499.7,-1500,0,0
9515.7,-1500,0,0
9519.8,-1500,0,0
9536,-1500,0,0
9540.7,-1500,0,0
9555.7,-1500,0,0
9570.7,-1500,0,0
9575.7,-1500,0,0
9595.8,-1500,0,0
9600.5,-1500,0,0
9615.8,-1500,0,0
9629.9,-1500,0,0
9635.8,-1500,0,0
9655.7,-1500,0,0
9660.9,-1500,0,0
9675.7,-1500,0,0
9690.6,-1500,0,0
9695.7,-1500,0,0
9715.7,-1500,0,0
9720.7,-1500,0,0
9735.7,-1500,0,0
9749.9,-1500,0,0
9755.7,-1500,0,0
9775.6,-1500,0,0
9780.2,-1500,0,0
9795.7,-1500,0,0
9809.6,-1500,0,0
9815.7,-1500,0,0
9835.7,-1500,0,0
9841,-1500,0,0
9855.7,-1500,0,0
9870.9,-1500,0,0
9875.7,-1500,0,0
9895.7,-1500,0,0
9900.5,-1500,0,0
9915.7,-1500,0,0
9929.7,-1500,0,0
9935.7,-1500,0,0
9955.7,-1500,0,0
9960.1,-1500,0,0
9975.6,-1500,0,0
9989.5,-1500,0,0
9995.7,-1500,0,0
10009.5,-1500,0,0
10015.7,-1500,0,0
10030.4,-1500,0,0
10035.7,-1500,0,0
10055.7,-1500,0,0
10059.9,-1500,0,0
10075.7,-1500,0,0
10090.4,-1500,0,0
10095.6,-1500,0,0
10115.7,-1500,0,0
10119.9,-1500,0,0
10135.6,-1500,0,0
10150.5,-1500,0,0
10155.6,-1500,0,0
10175.5,-1500,0,0
10180,-1500,0,0
10195.7,-1500,0,0
10210.7,-1500,0,0
10215.6,-1500,0,0
10228.6,-1500,0,0
10235.7,-1500,0,0
10255.7,-1500,0,0
10259,-1500,0,0
10275.6,-1500,0,0
10278.7,-1500,0,0
10295.6,-1500,0,0
10299.2,-1500,0,0
10315.6,-1500,0,0
10329.2,-1500,0,0
10335.5,-1500,0,0
10355.6,-1500,0,0
10358.9,-1500,0,0
10375.5,-1500,0,0
10388.8,-1500,0,0
10395.6,-1500,0,0
10415.6,-1500,0,0
10418.9,-1500,0,0
10435.6,-1500,0,0
10448.6,-1500,0,0
10455.6,-1500,0,0
10475.6,-1500,0,0
10478.3,-1500,0,0
10495.6,-1500,0,0
10498.1,-1500,0,0
10515.6,-1500,0,0
10528.6,-1500,0,0
10535.6,-1500,0,0
10555.5,-1500,0,0
10558,-1500,0,0
10575.6,-1500,0,0
10577.7,-1500,0,0
10595.6,-1500,0,0
10598.6,-1500,0,0
10615.6,-1500,0,0
10628.6,-1500,0,0
10635.6,-1500,0,0
10655.6,-1500,0,0
10658.6,-1500,0,0
10675.8,-1500,0,0
10688.1,-1500,0,0
10695.8,-1500,0,0
10715.7,-1500,0,0
10718,-1500,2,0
10735.6,-1500,2,0
10748.2,-1500,0,0
10755.5,-1500,0,0
10767.6,-1500,0,0
10775.6,-1500,0,0
10795.5,-1500,0,0
10797.4,-1500,0,0
10815.5,-1500,0,0
10818,-1500,0,0
10835.5,-1500,0,0
10838.5,-1500,2,0
10855.6,-1500,2,0
10867.7,-1500,0,0
10875.5,-1500,0,0
10895.8,-1500,0,0
10897.7,-1500,0,0
10916.2,-1500,0,0
10916.9,-1500,0,0
10935.6,-1500,0,0
10946.7,-1500,0,0
10955.5,-1500,0,0
10968.2,-1500,0,0
10975.5,-1500,0,0
10995.6,-1500,0,0
10996.6,-1500,0,0
11015.5,-1500,0,0
11017,-1500,0,0
11035.5,-1500,0,0
11047.4,-1500,0,0
11055.5,-1500,0,0
11066.5,-1500,0,0
11075.8,-1500,0,0
11087.2,-1500,0,0
11095.9,-1500,0,0
11107.2,-1500,0,0
11115.7,-1500,0,0
11135.6,-1500,0,0
11136.9,-1500,0,0
11155.6,-1500,0,0
11167.2,-1500,0,0
11175.5,-1500,0,0
11195.6,-1500,0,0
11196.8,-1500,0,0
11215.6,-1500,0,0
11226.6,-1500,0,0
11235.6,-1500,0,0
11246.8,-1500,0,0
11255.5,-1500,0,0
11267.9,-1500,0,0
11275.6,-1500,0,0
11295.5,-1500,0,0
11297.2,-1500,0,0
11315.6,-1500,0,0
11327.6,-1500,0,0
11335.5,-1500,0,0
11347,-1500,0,0
11355.6,-1500,0,0
11366.5,-1500,0,0
11375.6,-1500,0,0
11387.1,-1500,0,0
11395.6,-1500,0,0
11415.5,-1500,0,0
11417.2,-1500,0,0
11435.5,-1500,0,0
11447.2,-1500,0,0
11455.5,-1500,0,0
11466.9,-1500,0,0
11475.6,-1500,0,0
11495.5,-1500,0,0
11496.7,-1500,0,0
11515.6,-1500,0,0
11517,-1500,0,0
11535.5,-1500,0,0
11537.1,-1500,0,0
11555.5,-1500,0,0
11567.8,-1500,0,0
11575.6,-1500,0,0
11595.5,-1500,0,0
11596.8,-1500,0,0
11615.6,-1500,0,0
11627.5,-1500,0,0
11635.6,-1500,0,0
11655.5,-1500,0,0
11657.5,-1500,0,0
11675.5,-1500,0,0
11687.5,-1500,0,0
11695.5,-1500,0,0
11715.5,-1500,0,0
11716.9,-1500,2,0
11735.5,-1500,2,0
11746.9,-1500,0,0
11755.6,-1500,0,0
11775.5,-1500,0,0
11776.9,-1500,0,0
11795.8,-1500,0,0
11796.6,-1500,0,0
11815.5,-1500,0,0
11816.5,-1500,0,0
11835.5,-1500,0,0
11836.7,-1500,0,0
11855.6,-1500,0,0
11856,-1500,0,0
11875.5,-1500,0,0
11876.5,-1500,0,0
11895.5,-1500,0,0
11896.9,-1500,0,0
11915.5,-1500,0,0
11926.5,-1500,0,0
11935.5,-1500,0,0
11955.7,-1500,0,0
11956.4,-1500,0,0
11975.5,-1500,0,0
11986.3,-1500,0,0
11995.5,-1500,0,0
12015.3,-1500,0,0
12015.6,-1500,0,0
12035.6,-1500,0,0
12046,-1500,0,0
12055.7,-1500,0,0
12076,-1500,0,0
12076.8,-1500,0,0
12095.8,-1500,0,0
12106.1,-1500,0,0
12115.6,-1500,0,0
12135.7,-1500,0,0
12135.9,-1500,0,0
12154.6,-1500,0,0
12155.4,-1500,0,0
12175.3,-1500,0,0
12175.5,-1500,0,0
12195.3,-1500,0,0
12195.5,-1500,0,0
12215,-1500,0,0
12215.6,-1500,0,0
12235.7,-1500,0,0
12236.5,-1500,0,0
12255.5,-1500,0,0
12266.7,-1500,0,0
12275.4,-1500,0,0
12295.4,-1500,0,0
12296.3,-1500,0,0
12315.6,-1500,0,0
12325.4,-1500,0,0
12335.4,-1500,0,0
12355.8,-1500,0,0
12356.6,-1500,0,0
